# Found 1672 good books out of 10806 checked
# book_id,title,author,tokens
14644,The Development of the European Nations; 1870-1914 (5th ed.),J. Holland Rose,14807
11729,Life of Johnson; Volume 6,James Boswell,14797
43324,Csongrádmegyei gyüjtés; Magyar népköltési gyüjtemény 2. kötet,Károly Török,14795
32308,Library of the World's Best Literature; Ancient and Modern — Volume 12,Unknown Author,14793
32178,Los gringos; or; An inside view of Mexico and California,H. A. Wise,14778
30714,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 25,Robert Louis Stevenson,14758
13520,Library of the World's Best Literature; Ancient and Modern — Volume 05,Unknown Author,14752
32736,The Bible Story,Newton Marshall Hall,14743
30051,The History of Woman Suffrage; Volume VI,Unknown Author,14742
1468,The History of England; from the Accession of James II — Volume 1,Baron Thomas Babington Macaulay Macaulay,14739
42557,Letters of Samuel Rutherford,Samuel Rutherford,14739
43255,Domesday Book and Beyond: Three Essays in the Early History of England,Frederic William Maitland,14734
22552,Histoire de France 1305-1364 (Volume 4/19),Jules Michelet,14723
2895,Following the Equator: A Journey Around the World,Mark Twain,14706
2988,Mark Twain: A Biography. Complete,Albert Bigelow Paine,14674
32767,Some Specimens of the Poetry of the Ancient Welsh Bards,Evan Evans,14672
14499,The Religions of India,Edward Washburn Hopkins,14671
40627,Apró regények és esetek,György Szemere,14629
24240,墨子,Di Mo,14609
21962,Harvard Classics Volume 28,Unknown Author,14598
20752,The Journal of Negro History; Volume 2; 1917,Various,14573
2311,Travels through France and Italy,T. Smollett,14567
12025,English Prose,Unknown Author,14564
44710,Histoire de la Monarchie de Juillet (Volume 7 / 7),Paul Thureau-Dangin,14561
13951,Les trois mousquetaires,Alexandre Dumas,14554
20241,The Palace of Pleasure; Volume 1,Unknown Author,14550
14290,The Life of Napoleon I (Volume 2 of 2),J. Holland Rose,14550
42379,Öreg szekér fakó hám: Újabb elbeszélések,Kálmán Mikszáth,14547
23034,Captain Canot; Or; Twenty Years of an African Slaver,Theodore Canot,14531
24850,Lourdes,Émile Zola,14529
41401,Harper's New Monthly Magazine; Vol. II; No. X.; March 1851,Various,14529
14288,Mademoiselle de Maupin,Théophile Gautier,14519
43894,The History of Modern Painting; Volume 2 (of 4),Richard Muther,14515
12604,Ylösnousemus II,graf Leo Tolstoy,14509
44999,Äiti,Victoria Benedictsson,14499
40615,A History of the Reformation (Vol. 1 of 2),Thomas M. Lindsay,14494
22136,The Book-Hunter,John Hill Burton,14470
30480,The Humors of Falconbridge,Falconbridge,14468
22066,The Long Roll,Mary Johnston,14454
21425,Le rive della Bormida nel 1794,Giuseppe Cesare Abba,14444
42389,The Pirate,Walter Scott,14444
22030,Memoirs,Charles Godfrey Leland,14417
31087,A Rebel War Clerk's Diary at the Confederate States Capital,J. B. Jones,14412
42942,O Primo Bazilio: Episodio Domestico,Eça de Queirós,14396
43900,History of the Jews; Vol. 4 (of 6),Heinrich Graetz,14391
20696,Highways and Byways in Sussex,E. V. Lucas,14391
44721,The Pillars of the House; Or; Under Wode; Under Rode; Vol. 2 (of 2),Charlotte M. Yonge,14388
22501,Fino a Dogali,Alfredo Oriani,14385
22421,The Hesperides & Noble Numbers: Vol. 1 and 2,Robert Herrick,14385
43655,In Darkest Africa; Vol. 2; or; The Quest; Rescue; and Retreat of Emin; Governor of Equatoria,Henry M. Stanley,14372
43111,The Personal History of David Copperfield,Charles Dickens,14353
450,Susan Lenox: Her Fall and Rise,David Graham Phillips,14347
21811,The Works of Lord Byron. Vol. 3,Baron George Gordon Byron Byron,14334
23349,The Religious Experience of the Roman People,W. Warde Fowler,14332
34635,Menazerya ludzka,Gabriela Zapolska,14329
21848,Noli me tangere: Filippijnsche roman,José Rizal,14312
44549,Il libro di Sidrach: testo inedito del secolo XIV,active 13th century Sidrac,14267
42964,Bible animals,J. G. Wood,14256
42909,The Collected Writing of Thomas De Quincey; Vol. II,Thomas De Quincey,14249
23564,Rookwood,William Harrison Ainsworth,14233
42464,Variétés Historiques et Littéraires (01/10),Unknown Author,14207
22483,Across Unknown South America,Arnold Henry Savage Landor,14205
33090,Ein Kampf um Rom: Historischer Roman. Zweiter Band,Felix Dahn,14203
13457,The Bed-Book of Happiness,Harold Begbie,14193
13771,Aventures de Monsieur Pickwick; Vol. I,Charles Dickens,14166
40436,Plato and the Other Companions of Sokrates; 3rd ed. Volume 2,George Grote,14157
20761,Histoires extraordinaires,Edgar Allan Poe,14154
43312,Histoire du Consulat et de l'Empire; (Vol. 08 / 20),Adolphe Thiers,14145
34387,Historia de Portugal: Tomo I,J. P. Oliveira Martins,14138
42891,The Expositor's Bible: The First Book of Kings,F. W. Farrar,14122
30008,Le féminisme français I: L'émancipation individuelle et sociale de la femme,Charles Marie Joseph Turgeon,14109
41066,Essai sur l'Histoire Religieuse des Nations Slaves,Count Valerian Krasinski,14109
12409,The Story of the Philippines,Murat Halstead,14105
30725,Marocco,Edmondo De Amicis,14102
21651,Los muertos mandan,Vicente Blasco Ibáñez,14090
44417,The Cradle of Mankind; Life in Eastern Kurdistan,W. A. Wigram,14084
42632,Private Letters of Edward Gibbon (1753-1794) Volume 2 (of 2),Edward Gibbon,14065
23445,The Best Short Stories of 1919; and the Yearbook of the American Short Story,Unknown Author,14063
33798,Sinister Street; vol. 2,Compton MacKenzie,14059
34527,Makers,Cory Doctorow,14036
31455,Harper's New Monthly Magazine; Vol. 2; No. 8; January; 1851,Various,14035
34064,Der Courier des Czaar (Michael Strogoff),Jules Verne,14028
43605,The Golden Bough: A Study in Magic and Religion (Third Edition; Vol. 05 of 12),James George Frazer,14021
42959,The Survey of London,John Stow,14018
12520,Deadham Hard: A Romance,Lucas Malet,14008
20783,Como eu atravessei Àfrica do Atlantico ao mar Indico; volume segundo,Alexandre Alberto da Rocha de Serpa Pinto,13976
21804,Aventures d'un Gentilhomme Breton aux îles Philippines,Paul P. de La Gironière,13962
22694,The International Magazine; Volume 2; No. 2; January; 1851,Various,13958
14972,Sketches and Studies in Italy and Greece; First Series,John Addington Symonds,13948
12351,The German Classics of the Nineteenth and Twentieth Centuries; Volume 07,Unknown Author,13947
12749,Études Littéraires; dix-huitième siècle,Émile Faguet,13946
21263,On the Old Road; Vol. 2 (of 2),John Ruskin,13945
24471,Tobacco; Its History; Varieties; Culture; Manufacture and Commerce,E. R. Billings,13943
33965,The International Monthly; Volume 3; No. 4; July; 1851,Various,13937
33205,Les grandes chroniques de France (1/6),Unknown Author,13934
41218,The Diary of John Evelyn (Volume 1 of 2),John Evelyn,13919
2735,The Golden Dog,William Kirby,13904
14052,Rousseau (Volume 1 and 2),John Morley,13900
34298,The Poetical Works of Sir Edward Bulwer Lytton; Bart. M.P.,Baron Edward Bulwer Lytton Lytton,13895
2439,The History of England; from the Accession of James II — Volume 2,Baron Thomas Babington Macaulay Macaulay,13888
31054,La clique dorée,Emile Gaboriau,13883
24466,El intruso,Vicente Blasco Ibáñez,13880
43576,An Introduction to Entomology: Vol. 1,William Kirby,13876
42993,Castes and Tribes of Southern India. Vol. 3 of 7,Edgar Thurston,13870
30943,Harper's New Monthly Magazine; Volume 2; No. 12; May; 1851.,Various,13862
41626,Tukkijunkkari: Kertomus Karjalasta,Jacob Ahrenberg,13854
32699,The Makers of Canada: Index and Dictionary of Canadian History,Unknown Author,13852
43564,Kansalaisemme,Jacob Ahrenberg,13850
20129,Het Leven der Dieren: Deel 1; Hoofdstuk 04: De Roofdieren,Alfred Edmund Brehm,13834
30990,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 16,Robert Louis Stevenson,13823
20465,Reize door Frankrijk,Adriaan van der Willigen,13811
21831,Misericordia,Benito Pérez Galdós,13808
20065,Twenty Years of Congress; Volume 2,James Gillespie Blaine,13807
31527,Max Havelaar,Multatuli,13803
34051,History of the Intellectual Development of Europe; Volume II (of 2),John William Draper,13798
1684,The Egoist: A Comedy in Narrative,George Meredith,13795
43310,Histoire de la Monarchie de Juillet (Volume 4 / 7),Paul Thureau-Dangin,13795
44104,The Native Races [of the Pacific states]; Volume 4; Antiquities,Hubert Howe Bancroft,13791
30726,Cole's Funny Picture Book No. 1,E. W. Cole,13791
42994,Castes and Tribes of Southern India. Vol. 4 of 7,Edgar Thurston,13788
44682,Speeches of Benjamin Harrison; Twenty-third President of the United States,Benjamin Harrison,13784
43656,The Works of Samuel Johnson; LL.D. in Nine Volumes; Volume 02,Samuel Johnson,13778
44737,Im Sattel durch Zentralasien: 6000 Kilometer in 176 Tagen,Erich von Salzmann,13777
1279,Poems and Songs of Robert Burns,Robert Burns,13776
30425,El maestrante,Armando Palacio Valdés,13774
31620,Vashti; Or; Until Death Us Do Part,Augusta J. Evans,13765
31824,The "Genius",Theodore Dreiser,13758
33234,Shadows of Flames: A Novel,Amélie Rives,13738
2300,The Descent of Man; and Selection in Relation to Sex,Charles Darwin,13734
12473,The German Classics of the Nineteenth and Twentieth Centuries; Volume 06,Unknown Author,13733
11618,From Chaucer to Tennyson,Henry A. Beers,13723
43010,竹葉亭雜記,Yuanzhi Yao,13703
40810,Maximina,Armando Palacio Valdés,13680
31698,A History of Nineteenth Century Literature (1780-1895),George Saintsbury,13674
13056,The German Classics of the Nineteenth and Twentieth Centuries; Volume 10,Unknown Author,13655
23600,La gaviota,Fernán Caballero,13641
44260,Les Deux Rives: Roman,Fernand Vandérem,13633
12233,Stonewall Jackson And The American Civil War,G. F. R. Henderson,13618
24917,Heath's Modern Language Series: Mariucha,Benito Pérez Galdós,13608
41113,Annette Laïs,Paul Féval,13602
11921,The Illustrated London Reading Book,Various,13595
42896,Angèle Méraud,Charles Mérouvel,13594
10136,The Book of Household Management,Mrs. Beeton,13584
42009,Glimpses of Three Coasts,Helen Hunt Jackson,13570
23294,Catulli Carmina,Gaius Valerius Catullus,13563
24324,Chatterbox; 1906,Various,13561
11955,A Popular History of France from the Earliest Times; Volume 5,François Guizot,13561
32364,Marta y María: novela de costumbres,Armando Palacio Valdés,13555
23287,Lavengro: The Scholar; the Gypsy; the Priest,George Borrow,13543
914,The Uncommercial Traveller,Charles Dickens,13539
34351,Histoire de Marie-Antoinette,Edmond de Goncourt,13530
1606,Kenilworth,Walter Scott,13525
30646,Woman under socialism,August Bebel,13523
31358,Harper's New Monthly Magazine; Volume 1; No. 4; September; 1850,Various,13511
31557,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 18,Robert Louis Stevenson,13505
20094,Opere; Volume Secondo : scritti critici e letterari,Giovanni Berchet,13500
30467,Thet Oera Linda Bok; Naar een Handschrift uit de Dertiende Eeuw,Unknown Author,13500
43030,La maja desnuda,Vicente Blasco Ibáñez,13498
31746,Les rues de Paris; tome premier,Bathild Bouniol,13483
1012,La Divina Commedia di Dante,Dante Alighieri,13479
31858,Ancestors: A Novel,Gertrude Franklin Horn Atherton,13478
34322,The Moghul,Thomas Hoover,13478
10703,The History of Rome; Book III,Theodor Mommsen,13477
32049,The Lay of Havelok the Dane,Unknown Author,13469
13055,A General History and Collection of Voyages and Travels — Volume 09,Robert Kerr,13447
13983,The Book of the Epic: The World's Great Epics Told in Story,H. A. Guerber,13439
40619,Camilla; or; A Picture of Youth,Fanny Burney,13438
23759,Sagen van Koning Arthur en de Ridders van de Tafelronde,Nelly Montijn-de Fouw,13420
10823,Reise durch England und Schottland,Johanna Schopenhauer,13415
13942,Brave Men and Women: Their Struggles; Failures; And Triumphs,Osgood E. Fuller,13408
32425,Maurice Tiernay; Soldier of Fortune,Charles James Lever,13402
44837,Thirty Years' View (Vol. 2 of 2),Thomas Hart Benton,13397
42292,Mémoires du prince de Talleyrand; Volume 5,prince de Bénévent Charles Maurice de Talleyrand-Périgord,13396
1370,Autobiography of Andrew Dickson White — Volume 2,Andrew Dickson White,13393
44202,The Red Cross in Peace and War,Clara Barton,13389
41193,Työmiehiä: Romaani,Alexander Lange Kielland,13368
567,The Complete Works of Brann; the Iconoclast — Volume 01,William Cowper Brann,13367
41991,Mathématiques et Mathématiciens: Pensées et Curiosités,Unknown Author,13363
43690,Storia delle repubbliche italiane dei secoli di mezzo; v. 02 (of 16),J.-C.-L. Simonde de Sismondi,13361
41150,Italy; with sketches of Spain and Portugal,William Beckford,13356
10940,Manners; Customs; and Dress During the Middle Ages and During the Renaissance Period,P. L. Jacob,13341
14789,Aventures de Monsieur Pickwick; Vol. II,Charles Dickens,13337
44280,The Life of the Rev. George Whitefield; Volume 1 (of 2),L. Tyerman,13337
24490,Histoire de France 1758-1789 (Volume 19/19),Jules Michelet,13336
32097,Encyclopaedia Britannica; 11th Edition; "Convention" to "Copyright",Various,13307
41566,Curiosities of Superstition; and Sketches of Some Unrevealed Religions,W. H. Davenport Adams,13300
42180,Parish Priests and Their People in the Middle Ages in England,Edward Lewes Cutts,13295
13728,Marcella,Mrs. Humphry Ward,13271
40977,The Life of Abraham Lincoln; from His Birth to His Inauguration as President,Ward Hill Lamon,13270
44784,Plattdeutsche Briefe; Erzählungen und Gedichte,F. W. Lyra,13261
31077,Raggio di Dio: Romanzo,Anton Giulio Barrili,13261
24586,"The story of my life",Egerton Ryerson,13254
43368,Harper's New Monthly Magazine; No. XXVII; August 1852; Vol. V,Various,13253
30623,The Missourian,Eugene P. Lyle,13252
34843,The Boys of '61,Charles Carleton Coffin,13248
24979,A Source Book for Ancient Church History,Joseph Cullen Ayer,13246
22036,Recollections of Forty Years in the House; Senate and Cabinet,John Sherman,13245
12693,The Principal Navigations; Voyages; Traffiques and Discoveries of the English Nation — Volume 11,Richard Hakluyt,13240
12442,In the Days of My Youth: A Novel,Amelia B. Edwards,13231
13042,Knickerbocker's History of New York; Complete,Washington Irving,13224
34868,Hammer and Anvil: A Novel,Friedrich Spielhagen,13222
30527,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 02,Robert Louis Stevenson,13217
30331,Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Vierter Band,Baron Thomas Babington Macaulay Macaulay,13214
31753,Lidewyde,Conrad Busken Huet,13212
42713,King Horn; Floriz and Blauncheflur; The Assumption of Our Lady,Unknown Author,13208
32840,One Of Them,Charles James Lever,13208
41762,The Queer; the Quaint and the Quizzical: A Cabinet for the Curious,Frank H. Stauffer,13207
34053,The Palace of Pleasure; Volume 2,Unknown Author,13205
40057,The Life of Florence Nightingale; vol. 1 of 2,Sir Edward Tyas Cook,13201
34099,In Stahlgewittern; aus dem Tagebuch eines Stoßtruppführers,Ernst Jünger,13194
31637,La Fe,Armando Palacio Valdés,13194
42454,Πλουτάρχου Βίοι Παράλληλοι - Τόμος 1,Plutarch,13188
14140,Plutarch's Lives; Volume 3 (of 4),Plutarch,13179
2048,The Sketch-Book of Geoffrey Crayon,Washington Irving,13171
43409,The Kingdom of God is Within You; What is Art?,graf Leo Tolstoy,13170
32046,Tales from the German; Comprising specimens from the most celebrated authors,Unknown Author,13168
13682,Isänmaa,Arvid Järnefelt,13162
20755,Short Studies on Great Subjects,James Anthony Froude,13159
23639,Plutarch's Morals,Plutarch,13158
2664,Zanoni,Baron Edward Bulwer Lytton Lytton,13156
13953,Celsissimus: Salzburger Roman,Arthur Achleitner,13150
30923,Histoire de l'Émigration pendant la Révolution Française. Tome 2,Ernest Daudet,13147
33654,The Old English Herbals,Eleanour Sinclair Rohde,13147
2561,Robert Falconer,George MacDonald,13147
40868,The World as Will and Idea (Vol. 3 of 3),Arthur Schopenhauer,13140
30782,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 2 - (A suite - C),Eugène-Emmanuel Viollet-le-Duc,13138
21569,Southern Arabia,J. Theodore Bent,13124
14609,Théologie hindoue. Le Kama soutra.,Vatsyayana,13120
13127,Observations on the Mussulmauns of India,Mrs. Meer Hasan Ali,13099
44356,Bonaparte et les Républiques Italiennes (1796-1799),Paul Gaffarel,13091
41572,The Golden Bough: A Study in Magic and Religion (Third Edition; Vol. 04 of 12),James George Frazer,13083
23340,Campaigns of a Non-Combatant; and His Romaunt Abroad During the War,George Alfred Townsend,13072
31865,Λόγια της Πλώρης: Θαλασσινά Διηγήματα,Andreas Karkavitsas,13068
44101,The Holy Roman Empire,Viscount James Bryce Bryce,13062
30941,The German Classics of the Nineteenth and Twentieth Centuries,Unknown Author,13061
22747,Financial Crime and Corruption,Samuel Vaknin,13044
11576,The Works of Charles and Mary Lamb — Volume 4,Charles Lamb,13041
43337,History of the Jews; Vol. 3 (of 6),Heinrich Graetz,13034
10685,Curiosités Infernales,P. L. Jacob,13027
40382,Nuoruuden unelmia,Zacharias Topelius,13027
10489,An English Garner: Critical Essays & Literary Fragments,and tell us; frankly; your opinion!,13023
40538,Encyclopaedia Britannica; 11th Edition; "Husband" to "Hydrolysis",Various,13021
12669,Marriage,Susan Ferrier,13014
648,Wild Wales: Its People; Language and Scenery,George Borrow,13011
43098,Selected Works of Voltairine de Cleyre,Voltairine De Cleyre,13002
14129,The Works of Charles Lamb in Four Volumes; Volume 4,Charles Lamb,13001
13296,Promenades of an Impressionist,James Huneker,12997
926,Ten Thousand Dreams Interpreted; Or; What's in a Dream,Gustavus Hindman Miller,12992
24532,Journeys Through Bookland; Vol. 8,Charles Herbert Sylvester,12990
21018,Munkkiniemen Elsa,Eero Sissala,12986
11397,The Works of Samuel Johnson; LL.D. in Nine Volumes; Volume 03,Samuel Johnson,12976
917,Barnaby Rudge: A Tale of the Riots of 'Eighty,Charles Dickens,12976
20143,La vie littéraire. Quatrième série,Anatole France,12975
1047,The New Machiavelli,H. G. Wells,12968
23137,Diary in America; Series One,Frederick Marryat,12967
13806,Overland through Asia; Pictures of Siberian; Chinese; and Tartar Life,Thomas Wallace Knox,12966
12009,Jean Jacques Rousseau: Een beeld van zijn leven en werken,Henriette Roland Holst-Van der Schalk,12962
42224,The World's Progress; Vol. 01 (of 10),Delphian Society,12956
268,The Octopus : A Story of California,Frank Norris,12953
43294,Les Jeudis de Madame Charbonneau,comte de Armand Pontmartin,12952
13814,The Development of the Feeling for Nature in the Middle Ages and Modern Times,Alfred Biese,12946
11559,Renaissance in Italy; Volume 3 (of 7),John Addington Symonds,12932
2848,Antiquities of the Jews,Flavius Josephus,12929
44647,Komödiantinnen: Roman,Walter Bloem,12928
24021,杜騙新書,active 16th century-17th century Yingyu Zhang,12918
43020,The Crest of the Continent: A Summer's Ramble in the Rocky Mountains and Beyond,Ernest Ingersoll,12917
40289,The Violin,George Dubourg,12915
798,Le rouge et le noir: chronique du XIXe siècle,Stendhal,12912
568,The Complete Works of Brann; the Iconoclast — Volume 10,William Cowper Brann,12910
44449,Ruins of Ancient Cities (Vol. 2 of 2),Charles Bucke,12892
41629,Harper's New Monthly Magazine; No. XXIII.—April; 1852.—Vol. IV.,Various,12892
44343,The Journal of Negro History; Volume 8; 1923,Various,12889
41828,General Bounce; Or; The Lady and the Locusts,G. J. Whyte-Melville,12888
11697,Mare Nostrum (Our Sea): A Novel,Vicente Blasco Ibáñez,12886
44573,The Entail; or; The Lairds of Grippy,John Galt,12885
40182,Oriente,Vicente Blasco Ibáñez,12879
42991,Castes and Tribes of Southern India. Vol. 1 of 7,Edgar Thurston,12866
13287,A General History and Collection of Voyages and Travels — Volume 07,Robert Kerr,12860
20128,Tolstoi's leven,Pavel Ivanovich Biriukov,12853
10900,The King James Bible,Unknown Author,12848
24598,A Modern History; From the Time of Luther to the Fall of Napoleon,John Lord,12847
32776,Women of the Teutonic Nations,Hermann Schoenfeld,12843
1150,The Danish History; Books I-IX,Grammaticus Saxo,12841
1260,Jane Eyre: An Autobiography,Charlotte Brontë,12825
40459,Animal Intelligence,George John Romanes,12821
14477,The Inside Story of the Peace Conference,Emile Joseph Dillon,12817
14260,The Great Events by Famous Historians; Volume 06,Unknown Author,12817
20790,Nouvelles histoires extraordinaires,Edgar Allan Poe,12816
44797,Ettore Fieramosca: ossia; La disfida di Barletta,Massimo d' Azeglio,12810
40533,The Life of John Marshall; Volume 4: The building of the nation; 1815-1835,Albert J. Beveridge,12806
22780,Voyages dans la basse et la haute Egypte,Vivant Denon,12803
21859,Historical Sketches; Volume I (of 3),John Henry Newman,12800
31846,Histoire du Consulat et de l'Empire; (Vol. 04 / 20),Adolphe Thiers,12800
43413,Life of Mozart; Vol. 3 (of 3),Otto Jahn,12788
30749,Ringan Gilhaize; or; The Covenanters,John Galt,12781
42844,Life and Correspondence of David Hume; Volume 2,John Hill Burton,12777
10803,A General History and Collection of Voyages and Travels — Volume 02,Robert Kerr,12774
43578,An Introduction to Entomology: Vol. 3,William Kirby,12772
33697,The Children of the World,Paul Heyse,12769
42388,The Solomon Islands and Their Natives,H. B. Guppy,12769
11927,Aventures du Capitaine Hatteras,Jules Verne,12765
41124,Voyage à Cayenne; dans les deux Amériques et chez les anthropophages (Vol. 2 de 2),Louis Ange Pitou,12761
41082,The Golden Bough: A Study in Comparative Religion (Vol. 1 of 2),James George Frazer,12756
30789,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 9 - (T - U - V - Y - Z),Eugène-Emmanuel Viollet-le-Duc,12746
1660,Scenes from a Courtesan's Life,Honoré de Balzac,12743
1615,Old English libraries,Ernest Albert Savage,12739
31217,Household Papers and Stories,Harriet Beecher Stowe,12728
497,Tracks of a Rolling Stone,Henry J. Coke,12709
43921,One Irish Summer,William Eleroy Curtis,12708
42432,Supplément à la Correspondance Diplomatique de Bertrand de Salignac de La Mothe Fénélon; Tome Septième,active 16th century seigneur de La Mothe-Fénelon Bertrand de Salignac,12697
41841,Aikojen yöstä: Historiallisia kertomuksia IV,Kyösti Wilkuna,12694
11870,The Country of the Blind; and Other Stories,H. G. Wells,12693
543,Main Street,Sinclair Lewis,12685
13037,The Rowley Poems,Thomas Chatterton,12680
23700,The Decameron of Giovanni Boccaccio,Giovanni Boccaccio,12678
24072,First Italian Readings,Various,12662
44687,Sorretun voitto: Historiallinen kertomus,Eva Ljungberg,12660
13671,Horace,George Sand,12659
40336,The Agrarian Problem in the Sixteenth Century,R. H. Tawney,12650
44156,Histoire de Flandre (T. 1/4),Baron Joseph Marie Bruno Constantin Kervyn de Lettenhove,12633
14810,La maison à vapeur: Voyage à travers l'Inde septentrionale,Jules Verne,12623
10656,A Collection of Old English Plays; Volume 2,Unknown Author,12622
22939,The Gypsies,Charles Godfrey Leland,12619
14091,Barkham Burroughs' Encyclopaedia of Astounding Facts and Useful Information; 1889,Barkham Burroughs,12616
40031,Nooks and Corners of English Life; Past and Present,John Timbs,12613
31809,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 24,Robert Louis Stevenson,12611
33556,The Fortunes of Glencore,Charles James Lever,12610
43802,Storia delle repubbliche italiane dei secoli di mezzo; v. 03 (of 16),J.-C.-L. Simonde de Sismondi,12609
42849,Storia della Guerra della Independenza degli Stati Uniti di America; vol. 4,Carlo Botta,12601
21265,Pohjavirtoja: Romaani,Marja Salmela,12597
42925,The Conquest: The True Story of Lewis and Clark,Eva Emery Dye,12595
41442,Alkuperäisiä suomalaisia uuteloita II-III,K. J. Gummerus,12593
40858,History of the Reformation in the Sixteenth Century; Volume 1,J. H. Merle d'Aubigné,12591
32062,The Daltons; Or; Three Roads In Life. Volume II (of II),Charles James Lever,12588
34251,English As We Speak It in Ireland,P. W. Joyce,12585
34161,The Story of the Great War; Volume 7,Unknown Author,12567
44865,The Secret Service; the Field; the Dungeon; and the Escape,Albert D. Richardson,12565
10635,Stories from the Italian Poets: with Lives of the Writers; Volume 2,Leigh Hunt,12563
13721,Mardi: and A Voyage Thither; Vol. II,Herman Melville,12557
10925,A Collection of Old English Plays; Volume 4,Unknown Author,12556
33744,Œuvres complètes de lord Byron; Tome 12,Baron George Gordon Byron Byron,12555
43411,Life of Mozart; Vol. 1 (of 3),Otto Jahn,12555
14384,White Shadows in the South Seas,Frederick O'Brien,12548
2440,The Naturalist on the River Amazons,Henry Walter Bates,12547
14413,Blackwood's Edinburgh Magazine — Volume 54; No. 333; July 1843,Various,12547
43657,The College; the Market; and the Court,Caroline Wells Healey Dall,12544
1322,Leaves of Grass,Walt Whitman,12541
1069,Four Short Stories By Emile Zola,Émile Zola,12535
41751,Travels in Central Asia,Ármin Vámbéry,12533
32593,Elizabethan England,William Harrison,12526
14372,Autour de la table,George Sand,12522
43970,Every Day Life in the Massachusetts Bay Colony,George Francis Dow,12518
13985,V. V.'s Eyes,Henry Sydnor Harrison,12515
21006,The Governments of Europe,Frederic Austin Ogg,12511
13949,Le vicomte de Bragelonne; Tome III.,Alexandre Dumas,12504
718,Tono-Bungay,H. G. Wells,12500
12646,La maison,Henry Bordeaux,12499
40058,The Life of Florence Nightingale; vol. 2 of 2,Sir Edward Tyas Cook,12496
20023,The letters of Queen Victoria; vol. 1; 1837-1843,Queen of Great Britain Victoria,12489
43223,The World's Best Poetry; Volume 09: Of Tragedy: of Humour,Unknown Author,12489
388,The Crossing,Winston Churchill,12478
10695,The Atlantic Monthly; Volume 03; No. 15; January; 1859,Various,12473
31797,Αμλέτος,William Shakespeare,12468
44267,Mr. Punch's History of Modern England; Vol. 1 (of 4).—1841-1857,Charles L. Graves,12467
13611,Studies in the Psychology of Sex; Volume 2,Havelock Ellis,12467
40445,The Life of John Marshall; Volume 3: Conflict and construction; 1800-1815,Albert J. Beveridge,12463
43654,In Darkest Africa; Vol. 1; or; The Quest; Rescue; and Retreat of Emin; Governor of Equatoria,Henry M. Stanley,12461
34631,Hovin Roosa,Friedrich Spielhagen,12451
31198,Legenden en Romances van Spanje,Lewis Spence,12449
40851,Abridgment of the Debates of Congress; from 1789 to 1856; Vol. 2 (of 16),United States. Congress,12446
21339,The Works of Aphra Behn; Volume I,Aphra Behn,12445
20950,La Grande Marnière,Georges Ohnet,12444
12515,Selected English Letters (XV-XIX Centuries),Unknown Author,12444
13479,Descripción Geografica; Histórica y Estadística de Bolivia; Tomo 1.,Alcide Dessalines d' Orbigny,12436
21093,The Journal of Negro History; Volume 4; 1919,Various,12432
30598,The Works of Robert Louis Stevenson - Swanston Edition; Vol. 09,Robert Louis Stevenson,12427
22485,Devon; Its Moorlands; Streams and Coasts,Rosalind Northcote,12424
34203,History of the Reign of Philip the Second King of Spain; Vol. 3,William Hickling Prescott,12418
44125,The Histories of Polybius; Vol. 1 (of 2),Polybius,12409
31954,Noorsche mythen uit de Edda's en de sagen,H. A. Guerber,12394
41153,The Spell of Switzerland,Nathan Haskell Dole,12392
33693,Vie de Jeanne d'Arc. Vol. 2 de 2,Anatole France,12391
14308,El préstamo de la difunta,Vicente Blasco Ibáñez,12389
44275,Fru Marie Grubbe: Interieurer fra det syttende Aarhundrede,J. P. Jacobsen,12384
11196,The Atlantic Monthly; Volume 04; No. 21; July; 1859,Various,12378
23998,The World's Greatest Books — Volume 19 — Travel and Adventure,Unknown Author,12371
30235,Six Centuries of English Poetry: Tennyson to Chaucer,James Baldwin,12369
40007,Säkeniä; Kokous runoelmia,August Ahlqvist,12369
43591,The Life of Ludwig van Beethoven; Volume I,Alexander Wheelock Thayer,12369
2370,Sir Gibbie,George MacDonald,12363
31464,La de Bringas,Benito Pérez Galdós,12363
32690,The Great Events by Famous Historians; Volume 14,Unknown Author,12357
14182,The World's Best Orations; Vol. 1 (of 10),Unknown Author,12345
30663,Dal primo piano alla soffitta,Enrico Castelnuovo,12334
14498,A Handbook to the Works of Browning (6th ed.),Mrs. Sutherland Orr,12332
44713,Le roman de la rose - Tome IV,de Lorris Guillaume,12331
41359,The Golden Bough: A Study in Comparative Religion (Vol. 2 of 2),James George Frazer,12331
2385,Gala-Days,Gail Hamilton,12324
12425,De Orbe Novo; Volume 1 (of 2),Pietro Martire d' Anghiera,12319
20508,Como eu atravessei Àfrica do Atlantico ao mar Indico; volume primeiro,Alexandre Alberto da Rocha de Serpa Pinto,12318
24218,The Works of Samuel Johnson; LL.D. in Nine Volumes; Volume 08,Samuel Johnson,12315
